id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
721,0,200,450,170,1076,0,59,17,241,145,137,140,89,90,37,118,510,0,60,0,0,0,0,1300,7,320
722,0,200,450,172,1076,0,63,19,258,152,147,151,94,90,37,129,511,0,60,0,0,0,0,1330,7,322
723,0,200,450,174,1076,0,67,20,275,159,158,163,100,90,38,135,512,0,60,0,0,0,0,1360,7,324
724,0,200,450,176,1076,0,71,22,292,166,168,175,106,90,38,143,513,0,60,0,0,0,0,1390,7,326
725,0,200,450,178,1076,0,75,23,310,174,179,187,112,90,38,153,514,0,60,0,0,0,0,1420,7,328
726,0,200,450,180,1076,0,79,25,327,181,191,200,118,90,38,163,515,0,60,0,0,0,0,1450,7,330
727,0,200,450,182,1076,0,83,27,345,189,202,213,124,90,38,173,516,0,60,0,0,0,0,1480,7,332
728,0,200,450,184,1076,0,87,29,363,197,214,226,130,90,38,183,517,0,60,0,0,0,0,1510,7,334
729,0,200,450,186,1076,0,91,30,381,205,225,239,137,90,39,190,518,0,60,0,0,0,0,1540,7,336
730,0,200,450,188,1076,0,95,32,399,213,237,253,143,90,39,205,519,0,60,0,0,0,0,1570,7,338
731,0,200,450,190,1076,0,99,34,418,221,250,267,150,90,39,213,520,0,60,0,0,0,0,1300,7,340
732,0,200,450,140,1076,0,75,23,310,174,179,187,112,90,38,85,514,0,60,0,0,0,0,1420,7,350
733,0,200,450,142,1076,0,79,25,327,181,191,200,118,90,38,89,515,0,60,0,0,0,0,1450,7,352
734,0,200,450,144,1076,0,83,27,345,189,202,213,124,90,38,90,516,0,60,0,0,0,0,1480,7,354
735,0,200,450,146,1076,0,87,29,363,197,214,226,130,90,38,94,517,0,60,0,0,0,0,1510,7,356
736,0,200,450,148,1076,0,91,30,381,205,225,239,137,90,39,96,518,0,60,0,0,0,0,1540,7,358
737,0,200,450,150,1076,0,95,32,399,213,237,253,143,90,39,100,519,0,60,0,0,0,0,1570,7,360
738,0,200,450,152,1076,0,99,34,418,221,250,267,150,90,39,102,520,0,60,0,0,0,0,1300,7,362
739,0,200,450,154,1076,0,103,35,436,229,262,281,156,90,39,106,521,0,60,0,0,0,0,1330,7,364
740,0,200,450,156,1076,0,107,35,455,237,274,295,163,90,39,107,522,0,60,0,0,0,0,1360,7,366
741,0,200,450,158,1076,0,111,36,474,246,287,310,170,90,39,112,523,0,60,0,0,0,0,1390,7,368
742,0,200,450,160,1076,0,115,36,493,254,300,324,176,90,39,113,524,0,60,0,0,0,0,1420,7,370
743,0,200,450,162,1076,0,119,37,512,263,313,339,183,90,39,117,525,0,60,0,0,0,0,1450,7,372
744,0,200,450,164,1076,0,123,37,531,271,327,355,190,90,39,119,526,0,60,0,0,0,0,1480,7,374
745,0,200,450,166,1076,0,127,37,551,280,340,370,197,90,39,121,527,0,60,0,0,0,0,1510,7,376
746,0,200,450,168,1076,0,131,38,571,289,354,386,204,90,39,126,528,0,60,0,0,0,0,1540,7,378
747,0,200,450,170,1076,0,135,38,590,298,368,402,211,90,39,127,529,0,60,0,0,0,0,1570,7,380
748,0,200,450,172,1076,0,139,39,610,307,382,418,219,90,39,132,530,0,60,0,0,0,0,1300,7,382
749,0,200,450,174,1076,0,143,39,630,316,396,434,226,90,39,134,531,0,60,0,0,0,0,1330,7,384
750,0,200,450,176,1076,0,147,40,650,325,410,450,233,90,39,137,532,0,60,0,0,0,0,1360,7,386
751,0,160,250,200,0,0,90,80,328,262,340,300,400,106,307,40,0,0,60,0,0,0,0,260,1,330
752,0,160,250,200,0,0,90,80,328,262,340,300,400,106,308,40,0,0,60,0,0,0,0,260,1,330
753,0,160,250,200,0,0,90,80,328,262,340,300,400,106,309,40,0,0,60,0,0,0,0,260,1,330
754,0,160,250,200,0,0,90,80,328,262,340,300,400,106,310,40,0,0,60,0,0,0,0,260,1,330
755,0,140,420,120,0,0,14,38,68,72,49,27,31,100,311,15,0,0,60,0,0,0,0,200,1,0
756,0,140,420,120,0,0,14,38,68,72,49,27,31,100,312,15,0,0,60,0,0,0,0,200,1,0
757,0,140,420,120,0,0,14,38,68,72,49,27,31,100,313,15,0,0,60,0,0,0,0,200,1,0
758,0,140,700,88,1011,0,15,39,72,74,52,29,32,90,2,15,0,0,60,0,0,0,0,220,1,0
760,0,225,850,180,169,0,101,35,398,225,320,228,153,100,40,0,0,0,60,0,0,0,0,350,1,0
761,0,330,710,360,0,0,103,35,407,229,327,234,156,100,40,0,0,0,60,0,0,0,0,250,1,0
762,0,200,700,182,0,0,102,35,403,227,323,231,155,95,40,0,0,0,60,0,0,0,0,190,1,0
763,0,450,750,432,0,0,99,34,389,221,312,222,150,100,40,0,0,0,60,0,0,0,0,250,1,0
771,0,0,0,90,0,0,15,75,10,10,50,26,28,110,176,0,3,0,60,40,0,0,0,0,1,0
772,0,0,0,95,0,0,20,100,10,10,55,28,31,108,177,0,3,0,60,40,0,0,0,0,1,0
773,0,0,0,100,0,0,25,125,10,10,60,31,34,106,178,0,3,0,60,40,0,0,0,0,1,0
774,0,0,0,105,0,0,30,150,10,10,65,34,37,104,179,0,3,0,60,40,0,0,0,0,1,0
775,0,0,0,110,0,0,35,175,10,10,70,37,40,102,180,0,3,0,60,40,0,0,0,0,1,0
778,0,0,0,90,0,0,30,2463,10,10,339,173,115,110,194,0,3,0,60,45,0,0,0,0,1,0
779,0,0,0,100,0,0,30,2981,10,10,407,203,134,106,195,0,3,0,60,35,0,0,0,0,1,0
780,0,0,0,110,0,0,30,3530,10,10,480,235,154,102,196,0,3,0,60,25,0,0,0,0,1,0
781,0,0,0,100,0,0,25,125,10,10,999,999,999,110,170,0,3,0,60,50,0,0,0,0,1,0
782,0,0,0,110,0,0,25,125,10,10,999,999,999,108,171,0,3,0,60,50,0,0,0,0,1,0
783,0,0,0,120,0,0,25,125,10,10,999,999,999,106,172,0,3,0,60,50,0,0,0,0,1,0
784,0,0,0,130,0,0,25,125,10,10,999,999,999,104,173,0,3,0,60,50,0,0,0,0,1,0
785,0,0,0,140,0,0,25,125,10,10,999,999,999,102,174,0,3,0,60,50,0,0,0,0,1,0
786,0,0,0,90,0,0,15,75,10,10,999,999,999,110,175,0,3,0,60,50,0,0,0,0,1,0
787,0,0,0,95,0,0,20,100,10,10,999,999,999,108,175,0,3,0,60,50,0,0,0,0,1,0
788,0,0,0,100,0,0,25,125,10,10,999,999,999,106,175,0,3,0,60,50,0,0,0,0,1,0
789,0,0,0,105,0,0,30,150,10,10,999,999,999,104,175,0,3,0,60,50,0,0,0,0,1,0
790,0,0,0,110,0,0,35,175,10,10,999,999,999,102,175,0,3,0,60,50,0,0,0,0,1,0
791,0,0,0,90,0,0,18,90,10,10,50,28,31,110,187,0,3,0,60,50,0,0,0,0,1,0
792,0,0,0,95,0,0,21,105,10,10,55,31,34,108,187,0,3,0,60,50,0,0,0,0,1,0
793,0,0,0,100,0,0,24,120,10,10,60,34,37,106,187,0,3,0,60,50,0,0,0,0,1,0
794,0,0,0,105,0,0,27,135,10,10,65,37,40,104,187,0,3,0,60,50,0,0,0,0,1,0
795,0,0,0,110,0,0,30,150,10,10,70,41,43,102,187,0,3,0,60,50,0,0,0,0,1,0
796,0,0,0,90,0,0,30,4110,10,10,558,268,175,110,197,0,3,0,60,45,0,0,0,0,1,0
797,0,0,0,100,0,0,30,4718,10,10,642,305,196,106,198,0,3,0,60,35,0,0,0,0,1,0
798,0,0,0,110,0,0,30,5353,10,10,731,338,219,102,199,0,3,0,60,25,0,0,0,0,1,0
801,0,0,0,90,0,0,18,1142,10,10,168,93,63,110,151,0,3,0,60,35,0,0,0,0,1,0
802,0,0,0,95,0,0,21,105,10,10,55,42,44,108,151,0,3,0,60,50,0,0,0,0,1,0
803,0,0,0,100,0,0,24,1556,10,10,220,118,79,106,152,0,3,0,60,25,0,0,0,0,1,0
804,0,0,0,105,0,0,27,135,10,10,65,44,47,104,151,0,3,0,60,50,0,0,0,0,1,0
805,0,0,0,110,0,0,30,2009,10,10,277,145,96,102,153,0,3,0,60,20,0,0,0,0,1,0
806,0,0,0,124,0,0,35,635,10,10,75,46,49,100,153,0,3,0,60,50,0,0,0,0,1,0
807,0,0,0,130,0,0,36,690,10,10,80,47,50,98,153,0,3,0,60,50,0,0,0,0,1,0
808,0,0,0,136,0,0,37,745,10,10,85,48,51,96,154,0,3,0,60,50,0,0,0,0,1,0
809,0,0,0,142,0,0,38,800,10,10,90,49,52,94,154,0,3,0,60,50,0,0,0,0,1,0
810,0,0,0,148,0,0,39,855,10,10,95,51,53,92,154,0,3,0,60,50,0,0,0,0,1,0
811,0,200,450,90,334,0,46,1154,131,142,112,59,95,100,155,0,3,0,60,30,0,0,0,350,1,0
812,0,210,470,96,334,0,47,1177,134,144,115,60,97,102,155,0,3,0,60,30,0,0,0,350,1,0
813,0,220,490,102,334,0,48,1200,137,146,117,61,98,104,155,0,3,0,60,31,0,0,0,350,1,0
814,0,230,510,108,334,0,49,1224,140,148,120,62,100,106,155,0,3,0,60,31,0,0,0,350,1,0
815,0,240,530,114,334,0,50,1248,143,150,123,64,102,108,155,0,3,0,60,32,0,0,0,350,1,0
816,0,250,550,120,334,0,51,1272,146,152,125,65,103,110,155,0,3,0,60,32,0,0,0,350,1,0
817,0,260,570,126,334,0,52,1296,149,154,128,66,105,112,155,0,3,0,60,33,0,0,0,350,1,0
818,0,270,590,132,334,0,53,1320,152,156,131,67,107,114,155,0,3,0,60,33,0,0,0,350,1,0
819,0,280,610,138,334,0,54,1344,156,158,133,69,109,116,155,0,3,0,60,34,0,0,0,350,1,0
820,0,290,630,144,334,0,55,1368,159,161,136,70,110,118,155,0,3,0,60,34,0,0,0,350,1,0
821,0,140,700,130,0,0,54,3446,190,166,141,58,62,100,156,0,3,0,60,50,0,0,0,250,1,0
822,0,144,710,135,0,0,55,1569,194,169,144,59,63,101,156,0,3,0,60,41,0,0,0,250,1,0
823,0,148,720,140,0,0,56,3930,198,171,147,60,64,102,156,0,3,0,60,50,0,0,0,250,1,0
824,0,152,730,145,0,0,57,1622,201,173,150,62,65,103,156,0,3,0,60,43,0,0,0,250,1,0
825,0,156,740,150,0,0,58,4664,205,175,153,63,66,104,156,0,3,0,60,50,0,0,0,250,1,0
826,0,160,750,155,0,0,59,1677,209,177,156,64,67,105,156,0,3,0,60,45,0,0,0,250,1,0
827,0,164,760,160,0,0,60,1704,213,179,159,65,68,106,156,0,3,0,60,46,0,0,0,250,1,0
828,0,168,770,165,0,0,61,1731,217,181,162,66,69,107,156,0,3,0,60,47,0,0,0,250,1,0
829,0,172,780,170,0,0,62,1759,221,184,165,67,70,108,156,0,3,0,60,48,0,0,0,250,1,0
830,0,176,790,175,0,0,64,1814,228,188,171,70,72,109,156,0,3,0,60,49,0,0,0,250,1,0
831,0,220,490,80,1095,0,72,8084,237,219,193,90,107,100,157,0,3,0,60,65,0,0,0,1200,1,220
832,0,226,502,125,1095,0,73,1946,241,222,196,92,108,102,157,0,3,0,60,61,0,0,0,1220,1,350
833,0,232,514,140,1095,0,74,9052,245,224,199,93,110,104,157,0,3,0,60,65,0,0,0,1240,1,420
834,0,238,526,135,1095,0,75,2002,249,227,203,95,111,106,157,0,3,0,60,63,0,0,0,1260,1,370
835,0,244,538,200,1095,0,76,10060,252,229,206,96,112,108,157,0,3,0,60,65,0,0,0,1270,1,570
836,0,250,550,144,1095,0,77,2058,256,232,209,97,114,110,157,0,3,0,60,65,0,0,0,1280,1,390
837,0,256,562,148,1095,0,78,2086,260,234,213,99,115,112,157,0,3,0,60,66,0,0,0,1290,1,400
838,0,262,574,152,1095,0,79,2115,264,237,216,100,117,114,157,0,3,0,60,67,0,0,0,1300,1,410
839,0,268,586,156,1095,0,80,2143,267,239,220,102,118,116,157,0,3,0,60,68,0,0,0,1310,1,420
840,0,274,598,200,1095,0,82,2201,275,244,226,104,121,118,157,0,3,0,60,69,0,0,0,1320,1,0
841,0,200,520,250,0,0,70,5998,250,215,208,99,89,100,158,0,3,0,60,55,0,0,0,300,1,0
842,0,207,540,255,0,0,71,2335,254,217,211,100,90,102,158,0,3,0,60,51,0,0,0,300,1,0
843,0,214,550,260,0,0,72,6840,258,220,214,102,91,104,158,0,3,0,60,55,0,0,0,300,1,0
844,0,221,560,265,0,0,73,2400,262,222,218,103,93,106,158,0,3,0,60,53,0,0,0,300,1,0
845,0,228,580,270,0,0,74,7728,266,225,222,105,94,108,158,0,3,0,60,55,0,0,0,300,1,0
846,0,235,600,275,0,0,75,2465,270,227,225,106,95,110,158,0,3,0,60,55,0,0,0,300,1,0
847,0,242,620,280,0,0,76,2498,274,229,229,108,96,112,158,0,3,0,60,56,0,0,0,300,1,0
848,0,249,640,285,0,0,77,2531,278,232,232,109,98,114,158,0,3,0,60,57,0,0,0,300,1,0
849,0,256,660,300,0,0,78,2564,282,234,236,111,99,116,158,0,3,0,60,58,0,0,0,300,1,0
850,0,263,700,250,0,0,80,2631,290,239,243,114,101,118,158,0,3,0,60,59,0,0,0,300,1,0
851,0,225,500,115,0,0,20,620,1,1,10,5,1,100,159,0,3,0,60,45,0,0,0,280,1,0
852,0,231,512,115,0,0,30,840,1,1,12,6,1,102,159,0,3,0,60,45,0,0,0,280,1,0
853,0,237,524,115,0,0,40,3483,1,1,14,7,1,104,159,0,3,0,60,45,0,0,0,280,1,0
854,0,243,536,115,0,0,50,3813,1,1,16,8,1,106,159,0,3,0,60,45,0,0,0,280,1,0
855,0,249,548,115,0,0,60,4150,1,1,18,9,1,108,159,0,3,0,60,45,0,0,0,280,1,0
856,0,255,560,115,0,0,60,1940,191,169,194,101,68,110,159,0,3,0,60,45,0,0,0,280,1,0
857,0,261,572,115,0,0,61,1971,195,171,198,103,69,112,159,0,3,0,60,45,0,0,0,280,1,0
858,0,267,584,115,0,0,62,2002,198,173,203,104,70,114,159,0,3,0,60,45,0,0,0,280,1,0
859,0,273,596,115,0,0,63,2033,202,175,207,106,71,116,159,0,3,0,60,45,0,0,0,280,1,0
860,0,279,608,115,0,0,65,2095,209,180,216,109,73,118,159,0,3,0,60,45,0,0,0,280,1,0
861,0,230,510,104,203,0,80,80,71,1,1,1,1,100,160,0,3,0,60,50,0,0,0,1550,1,0
862,0,235,520,109,203,0,90,90,86,1,1,1,1,102,160,0,3,0,60,50,0,0,0,1600,1,0
863,0,240,530,114,204,0,100,3292,104,1,1,1,1,104,160,0,3,0,60,55,0,0,0,1650,1,0
864,0,245,540,119,204,0,110,3551,125,1,1,1,1,106,160,0,3,0,60,55,0,0,0,1700,1,0
865,0,250,550,124,205,0,120,3816,148,1,1,1,1,108,160,0,3,0,60,55,0,0,0,1750,1,0
866,0,255,560,128,205,0,69,1889,226,212,183,86,102,110,160,0,3,0,60,50,0,0,0,1800,1,0
867,0,260,570,132,206,0,70,1917,230,214,186,88,104,112,160,0,3,0,60,50,0,0,0,1850,1,0
868,0,265,580,136,207,0,71,1945,234,217,190,89,105,114,160,0,3,0,60,50,0,0,0,1900,1,0
869,0,270,590,140,207,0,72,1973,237,219,193,90,107,116,160,0,3,0,60,50,0,0,0,1950,1,0
870,0,275,600,144,208,0,74,2030,245,224,199,93,110,118,160,0,3,0,60,50,0,0,0,2000,1,0
871,0,160,580,160,112,0,69,2000,224,183,190,84,71,100,161,0,3,0,60,70,0,0,0,300,1,0
872,0,165,590,166,112,0,71,2050,231,187,194,87,73,101,161,0,3,0,60,70,0,0,0,300,1,0
873,0,170,600,172,446,0,73,7733,238,192,198,90,76,102,161,0,3,0,60,70,0,0,0,300,1,0
874,0,175,610,178,446,0,75,8567,246,196,202,93,78,103,161,0,3,0,60,70,0,0,0,300,1,0
875,0,180,620,184,446,0,77,9052,253,200,206,95,80,104,161,0,3,0,60,70,0,0,0,300,1,0
876,0,185,630,190,446,0,79,2250,261,205,210,98,82,105,161,0,3,0,60,70,0,0,0,300,1,0
877,0,190,640,196,446,0,81,2300,268,209,214,101,84,106,161,0,3,0,60,70,0,0,0,300,1,0
878,0,195,650,202,446,0,83,2350,276,213,218,104,86,107,161,0,3,0,60,70,0,0,0,300,1,0
879,0,200,660,208,446,0,85,2400,284,218,222,107,89,108,161,0,3,0,60,70,0,0,0,300,1,0
880,0,205,670,214,446,0,88,2450,295,225,226,111,92,109,161,0,3,0,60,70,0,0,0,300,1,0
881,0,360,770,80,0,0,72,5194,244,247,182,123,0,110,162,0,3,0,60,26,0,0,0,180,1,250
882,0,368,786,90,0,0,73,5743,247,250,186,125,0,112,162,0,3,0,60,26,0,0,0,180,1,270
883,0,376,802,95,0,0,74,6310,251,252,189,127,0,114,162,0,3,0,60,26,0,0,0,180,1,280
884,0,384,818,100,0,0,75,6897,255,255,192,129,0,116,162,0,3,0,60,26,0,0,0,180,1,290
885,0,392,834,110,0,0,76,7505,259,258,195,131,0,118,162,0,3,0,60,26,0,0,0,180,1,310
886,0,400,850,120,0,0,77,8133,263,261,198,133,0,120,162,0,3,0,60,26,0,0,0,180,1,350
887,0,408,866,130,0,0,78,8777,267,263,201,134,0,122,162,0,3,0,60,26,0,0,0,180,1,400
888,0,416,882,140,0,0,79,9441,270,266,205,136,0,124,162,0,3,0,60,26,0,0,0,180,1,440
889,0,424,898,160,0,0,80,10122,274,269,208,138,0,126,162,0,3,0,60,26,0,0,0,180,1,460
890,0,432,914,122,0,0,82,1587,282,274,214,142,0,128,162,0,3,0,60,26,0,0,0,180,1,370
891,0,230,510,110,0,0,71,5762,256,203,194,78,0,110,163,0,3,0,60,50,0,0,0,200,1,0
892,0,235,520,150,0,0,72,6362,260,206,197,79,0,110,163,0,3,0,60,50,0,0,0,200,1,0
893,0,240,530,155,0,0,73,6877,264,208,201,81,0,110,163,0,3,0,60,50,0,0,0,200,1,0
894,0,240,530,185,0,0,74,7466,268,210,204,82,0,110,163,0,3,0,60,50,0,0,0,200,1,0
895,0,250,550,200,0,0,75,8076,272,213,207,83,0,110,163,0,3,0,60,50,0,0,0,200,1,0
896,0,270,570,130,0,0,76,8704,276,215,211,84,0,110,163,0,3,0,60,50,0,0,0,200,1,0
897,0,280,580,150,0,0,77,9352,280,217,214,86,0,110,163,0,3,0,60,50,0,0,0,200,1,0
898,0,290,590,130,0,0,78,10017,284,219,218,87,0,110,163,0,3,0,60,50,0,0,0,200,1,0
899,0,300,600,150,0,0,79,10701,288,222,221,88,0,110,163,0,3,0,60,50,0,0,0,200,1,0
901,0,170,390,65,0,0,26,980,80,81,87,36,36,80,165,0,3,0,60,27,0,0,0,200,1,0
902,0,180,410,80,0,0,28,960,94,100,86,32,36,90,165,0,3,0,60,28,0,0,0,230,1,0
903,0,160,240,45,0,0,27,1058,81,80,100,46,35,90,165,0,3,0,60,27,0,0,0,200,1,0
904,0,200,260,60,0,0,30,918,90,86,80,41,83,90,165,0,3,0,60,28,0,0,0,200,1,0
905,0,150,200,85,1071,0,42,1343,131,122,133,52,66,80,166,0,3,0,60,30,0,0,0,1200,1,0
906,0,220,300,65,0,0,32,1201,100,92,104,43,42,80,165,0,3,0,60,28,0,0,0,200,1,0
907,0,260,360,88,0,0,38,1308,128,119,113,41,45,80,166,0,3,0,60,29,0,0,0,250,1,0
908,0,170,390,95,1011,0,35,1315,110,97,112,46,45,100,165,0,3,0,60,29,0,0,0,300,1,0
909,0,180,410,100,1031,0,36,1236,121,115,107,39,43,100,166,0,3,0,60,29,0,0,0,350,1,0
910,0,190,380,80,0,0,41,1603,127,105,143,63,48,90,165,0,3,0,60,30,0,0,0,200,1,0
911,0,180,410,100,0,0,45,1710,144,116,142,58,56,110,166,0,3,0,60,30,0,0,0,200,1,0
912,0,170,390,80,0,0,39,1470,123,104,124,51,50,90,166,0,3,0,60,29,0,0,0,250,1,0
913,0,145,330,100,1005,0,44,1473,160,116,119,56,57,90,167,0,3,0,60,30,0,0,0,300,1,0
914,0,160,370,100,1003,0,38,1431,120,103,121,49,48,90,166,0,3,0,60,29,0,0,0,350,1,0
915,0,180,410,120,0,0,53,2109,168,127,184,80,61,100,166,0,3,0,60,31,0,0,0,250,1,0
916,0,195,440,120,0,0,74,2745,265,193,230,82,84,110,167,0,3,0,60,35,0,0,0,350,1,0
917,0,170,390,100,0,0,50,1979,158,121,174,76,57,100,166,0,3,0,60,31,0,0,0,250,1,0
918,0,185,420,135,131,0,56,1992,194,155,167,60,64,100,166,0,3,0,60,32,0,0,0,350,1,0
919,0,220,490,185,1021,0,65,2736,234,186,213,91,83,110,167,0,3,0,60,33,0,0,0,500,1,0
920,0,200,450,170,104,0,70,2572,249,184,215,77,79,100,167,0,3,0,60,34,0,0,0,350,1,0
921,0,200,400,160,0,0,67,2781,218,158,210,73,69,90,166,0,3,0,60,34,0,0,0,250,1,0
922,0,200,450,150,1004,0,72,2981,238,165,257,108,81,95,167,0,3,0,60,34,0,0,0,350,1,0
923,0,230,510,220,134,303,79,3430,291,218,268,112,100,110,167,0,3,0,60,36,0,0,0,500,1,0
924,0,250,500,260,0,0,62,2593,222,179,202,87,79,80,167,0,3,0,60,33,0,0,0,250,1,0
925,0,180,410,115,1035,0,48,1894,151,118,167,73,55,95,167,0,3,0,60,31,0,0,0,350,1,0
926,0,260,550,130,0,0,59,2304,195,143,189,75,72,100,166,0,3,0,60,32,0,0,0,350,1,0
927,0,190,450,160,0,0,62,2380,202,165,199,103,94,100,166,0,3,0,60,33,0,0,0,350,1,0
928,0,180,410,110,1015,0,62,2437,206,149,199,79,75,100,166,0,3,0,60,33,0,0,0,260,1,0
929,0,210,470,140,38,2,75,3036,256,176,248,97,91,100,166,0,3,0,60,35,0,0,0,300,1,0
930,0,215,480,150,169,0,78,2817,295,184,228,101,97,100,166,0,3,0,60,35,0,0,0,350,1,0
931,0,250,560,135,0,0,82,2768,321,191,224,170,132,100,166,0,3,0,60,30,0,0,0,350,1,0
932,0,230,570,160,0,0,87,3125,353,236,266,145,116,100,167,0,3,0,60,32,0,0,0,250,1,0
933,0,220,550,180,1008,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
934,0,210,530,175,1017,0,94,4089,374,265,311,158,140,100,168,0,3,0,60,38,0,0,0,1600,1,0
935,0,225,560,190,1008,304,97,4385,382,252,383,164,130,100,169,0,3,0,60,41,0,0,0,300,1,0
936,0,280,650,200,1036,0,100,4409,401,260,367,170,135,100,168,0,3,0,60,45,0,0,0,300,1,0
937,0,310,730,240,173,0,104,7461,454,275,375,160,133,100,167,0,3,0,60,45,0,0,0,300,1,0
938,0,300,600,160,1074,0,70,1886,295,215,191,90,87,100,169,0,3,0,60,35,0,0,0,1400,1,320
939,0,450,750,100,0,0,200,9999,300,300,300,300,300,100,91,0,3,0,60,35,0,0,0,250,1,0
940,0,450,750,40,0,0,200,9999,300,300,300,300,300,100,91,0,3,0,60,35,0,0,0,250,1,0
941,0,700,1000,150,0,0,200,10000,999,999,999,999,999,100,164,0,3,0,60,0,0,0,0,250,1,320
943,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
944,0,220,550,170,1041,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
945,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
946,0,220,550,170,117,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
947,0,220,550,170,374,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
948,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
949,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
950,0,220,550,170,69,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
951,0,220,550,170,350,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
952,0,220,550,170,316,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
953,0,220,550,210,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
954,0,220,550,213,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
955,0,220,550,210,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
956,0,220,550,250,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
957,0,220,550,260,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
958,0,220,550,200,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
959,0,220,550,190,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
960,0,220,550,230,15,12,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
961,0,220,550,250,15,12,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
962,0,220,550,350,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
963,0,220,550,370,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
965,0,180,410,120,0,0,53,2749,220,127,370,160,61,100,166,0,3,0,60,31,0,0,0,250,1,0
991,0,200,250,30,0,0,19,734,58,69,69,29,29,100,281,0,0,0,0,0,0,0,0,0,1,0
992,0,0,0,130,1073,0,30,2000,10,10,300,300,40,100,282,0,0,0,0,30,0,0,0,10,1,0
993,0,200,250,40,0,0,19,734,58,69,69,29,29,100,284,0,0,0,0,0,0,0,0,0,1,0
994,0,50,400,70,0,0,30,1000,10,10,1000,10,10,100,481,0,0,0,0,50,0,0,0,0,1,0
995,0,50,400,30,0,0,30,1000,10,10,1000,10,10,100,481,0,0,0,0,50,0,0,0,0,1,90
996,0,200,350,250,0,0,150,13000000,2000,332,790,579,239,100,476,1870440,0,0,0,0,0,0,0,200,11,540
997,0,200,350,250,0,0,150,13000000,2000,332,790,579,239,100,477,1870440,0,0,0,0,0,0,0,200,11,0
998,0,200,350,250,1112,0,190,7900000,2000,429,1079,800,317,100,478,2879070,0,0,0,0,0,0,0,200,11,0
1001,0,0,0,120,0,0,10,100,100,100,100,100,100,100,204,0,70,0,0,0,0,0,0,200,999,0
1002,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,0,0,0,0,200,999,0
1003,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,59,0,0,0,0,0,0,200,999,0
1004,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,0,0,0,0,200,999,0
1005,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,55,0,0,217,218,219,0,200,999,0
1006,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,221,222,223,0,200,999,0
1007,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,58,0,0,225,0,0,0,200,999,0
1008,0,0,0,130,0,0,10,100,100,100,100,100,100,100,205,0,65,0,0,229,230,231,232,200,999,0
1009,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,66,0,0,233,234,235,236,200,999,0
1010,0,0,0,120,0,0,10,100,100,100,100,100,100,100,207,0,67,0,0,237,238,239,240,200,999,0
1011,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,68,0,0,241,0,0,0,200,999,0
1012,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,245,248,0,0,200,999,0
1013,0,0,0,130,0,0,10,100,100,100,100,100,100,100,208,0,69,0,0,249,250,0,0,200,999,0
